DrugName,ActiveIngredient,
LASIX,FUROSEMIDE,
FUROSEMIDE,FUROSEMIDE,
FUROSCIX,FUROSEMIDE,
LASIX ONYU,FUROSEMIDE INJECTION,
LYTGOBI,FUTIBATINIB,
NEURONTIN,GABAPENTIN,
GRALISE,GABAPENTIN,
GABAPENTIN,GABAPENTIN,
HORIZANT,GABAPENTIN ENACARBIL,
GABAPENTIN ENCARBIL,GABAPENTIN ENCARBIL,
MULTIHANCE,GADOBENATE DIMEGLUMINE,
MULTIHANCE MULTIPACK,GADOBENATE DIMEGLUMINE,
GADAVIST,GADOBUTROL,
GADOBUTROL,GADOBUTROL,
OMNISCAN,GADODIAMIDE,
ABLAVAR,GADOFOSVESET TRISODIUM,
MAGNEVIST,GADOPENTETATE DIMEGLUMINE,
ELUCIREM,GADOPICLENOL,
DOTAREM,GADOTERATE MEGLUMINE,
CLARISCAN,GADOTERATE MEGLUMINE,
GADOTERATE MEGLUMINE,GADOTERATE MEGLUMINE,
PROHANCE,GADOTERIDOL,
PROHANCE MULTIPACK,GADOTERIDOL,
OPTIMARK,GADOVERSETAMIDE,
OPTIMARK IN PLASTIC CONTAINER,GADOVERSETAMIDE,
EOVIST,GADOXETATE DISODIUM,
RAZADYNE,GALANTAMINE HYDROBROMIDE,
RAZADYNE ER,GALANTAMINE HYDROBROMIDE,
GALANTAMINE HYDROBROMIDE,GALANTAMINE HYDROBROMIDE,
EMGALITY,GALCANEZUMAB-GNLM,
FLAXEDIL,GALLAMINE TRIETHIODIDE,
GALLIUM CITRATE GA 67,GALLIUM CITRATE GA-67,
NEOSCAN,GALLIUM CITRATE GA-67,
NETSPOT,GALLIUM DOTATATE GA-68,
GALLIUM GA 68 EDOTREOTIDE,GALLIUM GA-68 EDOTREOTIDE,
GALLIUM GA 68 GOZETOTIDE,GALLIUM GA-68 GOZETOTIDE,
ILLUCCIX,GALLIUM GA-68 GOZETOTIDE,
LOCAMETZ,GALLIUM GA-68 GOZETOTIDE,
GANITE,GALLIUM NITRATE,
NAGLAZYME,GALSULFASE,
ZTALMY,GANAXOLONE,
CYTOVENE,GANCICLOVIR,
VITRASERT,GANCICLOVIR,
ZIRGAN,GANCICLOVIR,
GANCICLOVIR,GANCICLOVIR,
GANZYK-RTU,GANCICLOVIR,
CYTOVENE,GANCICLOVIR SODIUM,
GANCICLOVIR SODIUM,GANCICLOVIR SODIUM,
GANIRELIX ACETATE,GANIRELIX ACETATE,
FYREMADEL,GANIRELIX ACETATE,
ZYMAR,GATIFLOXACIN,
ZYMAXID,GATIFLOXACIN,
GATIFLOXACIN,GATIFLOXACIN,
IRESSA,GEFITINIB,
GEFITINIB,GEFITINIB,
GEMCITABINE,GEMCITABINE,
GEMZAR,GEMCITABINE HYDROCHLORIDE,
GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,
INFUGEM,GEMCITABINE HYDROCHLORIDE,
LOPID,GEMFIBROZIL,
GEMFIBROZIL,GEMFIBROZIL,
FACTIVE,GEMIFLOXACIN MESYLATE,
GEMIFLOXACIN MESYLATE,GEMIFLOXACIN MESYLATE,
MYLOTARG,GEMTUZUMAB OZOGAMICIN,
GARAMYCIN,GENTAMICIN SULFATE,
GENTAMICIN SULFATE,GENTAMICIN SULFATE,
U-GENCIN,GENTAMICIN SULFATE,
BRISTAGEN,GENTAMICIN SULFATE,
APOGEN,GENTAMICIN SULFATE,
GENTAMICIN,GENTAMICIN SULFATE,
GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,GENTAMICIN SULFATE,
GENTAFAIR,GENTAMICIN SULFATE,
GENOPTIC,GENTAMICIN SULFATE,
GENTACIDIN,GENTAMICIN SULFATE,
GENTAK,GENTAMICIN SULFATE,
PRED-G,GENTAMICIN SULFATE; PREDNISOLONE ACETATE,
GVS,GENTIAN VIOLET,
GENAPAX,GENTIAN VIOLET,
EXXUA,GEPIRONE HYDROCHLORIDE,
XOSPATA,GILTERITINIB FUMARATE,
DUVYZAT,GIVINOSTAT HYDROCHLORIDE,
GIVLAARI,GIVOSIRAN SODIUM,
DAURISMO,GLASDEGIB MALEATE,
COPAXONE,GLATIRAMER ACETATE,
GLATOPA,GLATIRAMER ACETATE,
GLATIRAMER ACETATE,GLATIRAMER ACETATE,
MAVYRET,GLECAPREVIR; PIBRENTASVIR,
AMARYL,GLIMEPIRIDE,
GLIMEPIRIDE,GLIMEPIRIDE,
DUETACT,GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE,
PIOGLITAZONE HYDROCHLORIDE AND GLIMEPIRIDE,GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE,
AVANDARYL,GLIMEPIRIDE; ROSIGLITAZONE MALEATE,
ROSIGLITAZONE MALEATE AND GLIMEPIRIDE,GLIMEPIRIDE; ROSIGLITAZONE MALEATE,
GLUCOTROL,GLIPIZIDE,
GLUCOTROL XL,GLIPIZIDE,
GLIPIZIDE,GLIPIZIDE,
METAGLIP,GLIPIZIDE; METFORMIN HYDROCHLORIDE,
GLIPIZIDE AND METFORMIN HYDROCHLORIDE,GLIPIZIDE; METFORMIN HYDROCHLORIDE,
COLUMVI,GLOFITAMAB-GXBM,
GLUCAGON,GLUCAGON,
BAQSIMI,GLUCAGON,
GVOKE PFS,GLUCAGON,
GVOKE HYPOPEN,GLUCAGON,
GVOKE KIT,GLUCAGON,
GLUCAGON,GLUCAGON HYDROCHLORIDE,
GLUCAGEN,GLUCAGON HYDROCHLORIDE,
VORAXAZE,GLUCARPIDASE,
DORIDEN,GLUTETHIMIDE,
GLUTETHIMIDE,GLUTETHIMIDE,
MICRONASE,GLYBURIDE,
DIABETA,GLYBURIDE,
GLYNASE,GLYBURIDE,
GLYBURIDE (MICRONIZED),GLYBURIDE,
GLYBURIDE,GLYBURIDE,
GLUCOVANCE,GLYBURIDE; METFORMIN HYDROCHLORIDE,
GLYBURIDE AND METFORMIN HYDROCHLORIDE,GLYBURIDE; METFORMIN HYDROCHLORIDE,
RAVICTI,GLYCEROL PHENYLBUTYRATE,
GLYCEROL PHENYLBUTYRATE,GLYCEROL PHENYLBUTYRATE,
GLYCINE 1.5% IN PLASTIC CONTAINER,GLYCINE,
AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER,GLYCINE,
ROBINUL,GLYCOPYRROLATE,
ROBINUL FORTE,GLYCOPYRROLATE,
CUVPOSA,GLYCOPYRROLATE,
GLYCOPYRROLATE,GLYCOPYRROLATE,
SEEBRI,GLYCOPYRROLATE,
LONHALA MAGNAIR KIT,GLYCOPYRROLATE,
GLYRX-PF,GLYCOPYRROLATE,
DARTISLA ODT,GLYCOPYRROLATE,
UTIBRON,GLYCOPYRROLATE; INDACATEROL MALEATE,
PREVDUO,GLYCOPYRROLATE; NEOSTIGMINE METHYLSULFATE,
QBREXZA,GLYCOPYRRONIUM TOSYLATE,
SIMPONI,GOLIMUMAB,
SIMPONI ARIA,GOLIMUMAB,
VYONDYS 53,GOLODIRSEN,
LUTREPULSE KIT,GONADORELIN ACETATE,
FACTREL,GONADORELIN HYDROCHLORIDE,
CHORIONIC GONADOTROPIN,"GONADOTROPIN, CHORIONIC",
A.P.L.,"GONADOTROPIN, CHORIONIC",
PREGNYL,"GONADOTROPIN, CHORIONIC",
ZOLADEX,GOSERELIN ACETATE,
NEO-POLYCIN,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,
NEOSPORIN,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,
NEOMYCIN SULFATE AND POLYMYXIN B SULFATE GRAMICIDIN,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,
NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,
SANCUSO,GRANISETRON,
SUSTOL,GRANISETRON,
KYTRIL,GRANISETRON HYDROCHLORIDE,
GRANISETRON HYDROCHLORIDE PRESERVATIVE FREE,GRANISETRON HYDROCHLORIDE,
GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,
GRANISOL,GRANISETRON HYDROCHLORIDE,
RAXAR,GREPAFLOXACIN HYDROCHLORIDE,
GRISACTIN,"GRISEOFULVIN, MICROCRYSTALLINE",
GRIFULVIN V,"GRISEOFULVIN, MICROCRYSTALLINE",
FULVICIN-U/F,"GRISEOFULVIN, MICROSIZE",
GRIFULVIN V,"GRISEOFULVIN, MICROSIZE",
GRISEOFULVIN,"GRISEOFULVIN, MICROSIZE",
GRISACTIN ULTRA,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",
ULTRAGRIS-165,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",
ULTRAGRIS-330,"GRISEOFULVIN, ULTRAMICROCRYSTALLINE",
GRIS-PEG,"GRISEOFULVIN, ULTRAMICROSIZE",
FULVICIN P/G,"GRISEOFULVIN, ULTRAMICROSIZE",
FULVICIN P/G 165,"GRISEOFULVIN, ULTRAMICROSIZE",
FULVICIN P/G 330,"GRISEOFULVIN, ULTRAMICROSIZE",
"GRISEOFULVIN,ULTRAMICROSIZE","GRISEOFULVIN, ULTRAMICROSIZE",
"GRISEOFULVIN, ULTRAMICROSIZE","GRISEOFULVIN, ULTRAMICROSIZE",
MUCINEX,GUAIFENESIN,
GUAIFENESIN,GUAIFENESIN,
FLOWTUSS,GUAIFENESIN; HYDROCODONE BITARTRATE,
OBREDON,GUAIFENESIN; HYDROCODONE BITARTRATE,
XTRELUS,GUAIFENESIN; HYDROCODONE BITARTRATE,
HYCOFENIX,GUAIFENESIN; HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE,
MUCINEX D,GUAIFENESIN; PSEUDOEPHEDRINE HYDROCHLORIDE,
GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,GUAIFENESIN; PSEUDOEPHEDRINE HYDROCHLORIDE,
WYTENSIN,GUANABENZ ACETATE,
GUANABENZ ACETATE,GUANABENZ ACETATE,
HYLOREL,GUANADREL SULFATE,
ISMELIN,GUANETHIDINE MONOSULFATE,
GUANETHIDINE MONOSULFATE,GUANETHIDINE MONOSULFATE,
ESIMIL,GUANETHIDINE MONOSULFATE; HYDROCHLOROTHIAZIDE,
TENEX,GUANFACINE HYDROCHLORIDE,
INTUNIV,GUANFACINE HYDROCHLORIDE,
GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE,
GUANIDINE HYDROCHLORIDE,GUANIDINE HYDROCHLORIDE,
TREMFYA,GUSELKUMAB,
PAXIPAM,HALAZEPAM,
HALOG,HALCINONIDE,
HALOG-E,HALCINONIDE,
HALCINONIDE,HALCINONIDE,
ULTRAVATE,HALOBETASOL PROPIONATE,
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,
BRYHALI,HALOBETASOL PROPIONATE,
LEXETTE,HALOBETASOL PROPIONATE,
DUOBRII,HALOBETASOL PROPIONATE; TAZAROTENE,
HALOBETASOL PROPIONATE; TAZAROTENE,HALOBETASOL PROPIONATE;TAZAROTENE,
HALFAN,HALOFANTRINE HYDROCHLORIDE,
HALDOL,HALOPERIDOL,
HALDOL SOLUTAB,HALOPERIDOL,
HALOPERIDOL,HALOPERIDOL,
HALDOL,HALOPERIDOL DECANOATE,
HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,
HALDOL,HALOPERIDOL LACTATE,
HALOPERIDOL,HALOPERIDOL LACTATE,
HALOPERIDOL INTENSOL,HALOPERIDOL LACTATE,
HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,
HALOTEX,HALOPROGIN,
FLUOTHANE,HALOTHANE,
HALOTHANE,HALOTHANE,
"HELIUM, USP",HELIUM,
CALCIPARINE,HEPARIN CALCIUM,
LIQUAEMIN SODIUM,HEPARIN SODIUM,
LIQUAEMIN LOCK FLUSH,HEPARIN SODIUM,
HEPARIN SODIUM,HEPARIN SODIUM,
LIQUAEMIN SODIUM PRESERVATIVE FREE,HEPARIN SODIUM,
PANHEPRIN,HEPARIN SODIUM,
HEPARIN LOCK FLUSH,HEPARIN SODIUM,
HEPARIN SODIUM PRESERVATIVE FREE,HEPARIN SODIUM,
LIPO-HEPIN,HEPARIN SODIUM,
HEPARIN SODIUM IN PLASTIC CONTAINER,HEPARIN SODIUM,
"HEPARIN SODIUM 20,000 UNITS IN DEXTROSE 5%",HEPARIN SODIUM,
"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5%",HEPARIN SODIUM,
"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45%",HEPARIN SODIUM,
SODIUM HEPARIN,HEPARIN SODIUM,
"HEPARIN SODIUM 1,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 2,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 5,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 20,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 10,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 25,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.45%",HEPARIN SODIUM,
"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.45%",HEPARIN SODIUM,
"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM,
"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM,
"HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM,
"HEPARIN SODIUM 10,000 UNITS IN DEXTROSE 5%",HEPARIN SODIUM,
"HEPARIN SODIUM 12,500 UNITS IN DEXTROSE 5%",HEPARIN SODIUM,
"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM,
"HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 2,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 1,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 5,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 2,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 12,500 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 10,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
"HEPARIN SODIUM 20,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,
DEFENCATH,HEPARIN SODIUM; TAUROLIDINE,
VERSAPEN,HETACILLIN,
VERSAPEN-K,HETACILLIN POTASSIUM,
GAMOPHEN,HEXACHLOROPHENE,
PHISOHEX,HEXACHLOROPHENE,
SOY-DOME,HEXACHLOROPHENE,
HEXA-GERM,HEXACHLOROPHENE,
GERMA-MEDICA,HEXACHLOROPHENE,
"GERMA-MEDICA ""MG""",HEXACHLOROPHENE,
SCRUBTEAM SURGICAL SPONGEBRUSH,HEXACHLOROPHENE,
DIAL,HEXACHLOROPHENE,
SEPTISOL,HEXACHLOROPHENE,
PRE-OP,HEXACHLOROPHENE,
PRE-OP II,HEXACHLOROPHENE,
PHISO-SCRUB,HEXACHLOROPHENE,
E-Z SCRUB,HEXACHLOROPHENE,
SEPTI-SOFT,HEXACHLOROPHENE,
HEXASCRUB,HEXACHLOROPHENE,
TURGEX,HEXACHLOROPHENE,
MYLAXEN,HEXAFLUORENIUM BROMIDE,
CYSVIEW KIT,HEXAMINOLEVULINATE HYDROCHLORIDE,
TRAL,HEXOCYCLIUM METHYLSULFATE,
CYCLAINE,HEXYLCAINE HYDROCHLORIDE,
HISTAMINE PHOSPHATE,HISTAMINE PHOSPHATE,
SUPPRELIN,HISTRELIN ACETATE,
VANTAS,HISTRELIN ACETATE,
SUPPRELIN LA,HISTRELIN ACETATE,
HOMAPIN-10,HOMATROPINE METHYLBROMIDE,
HOMAPIN-5,HOMATROPINE METHYLBROMIDE,
EQUIPIN,HOMATROPINE METHYLBROMIDE,
HYCODAN,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,
HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,
HOMATROPINE METHYLBROMIDE AND HYDROCODONE BITARTRATE,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,
HYDROPANE,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,
TUSSIGON,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,
VITRASE,HYALURONIDASE,
AMPHADASE,HYALURONIDASE,
HYDASE,HYALURONIDASE,
HYLENEX RECOMBINANT,HYALURONIDASE RECOMBINANT HUMAN,
APRESOLINE,HYDRALAZINE HYDROCHLORIDE,
HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,
DRALZINE,HYDRALAZINE HYDROCHLORIDE,
APRESOLINE-ESIDRIX,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,
APRESAZIDE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,
HYDROCHLOROTHIAZIDE W/ HYDRALAZINE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,
HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,
HYDRALAZINE AND HYDROCHLOROTHIAZIDE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,
HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 25/25,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,
HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 50/50,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,
HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 100/50,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,
HYDRA-ZIDE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,
SER-AP-ES,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
HYDROCHLOROTHIAZIDE W/ RESERPINE AND HYDRALAZINE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
HYDROSERPINE PLUS (R-H-H),HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
"HYDRALAZINE HYDROCHLORIDE, HYDROCHLOROTHIAZIDE AND RESERPINE",HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
HYDRAP-ES,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
CAM-AP-ES,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
"RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
"HYDRALAZINE, HYDROCHLOROTHIAZIDE W/ RESERPINE",HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
UNIPRES,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
HYDRALAZINE HYDROCHLORIDE-HYDROCHLOROTHIAZIDE-RESERPINE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
SER-A-GEN,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
"RESERPINE, HYDROCHLOROTHIAZIDE, AND HYDRALAZINE HYDROCHLORIDE",HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,
BIDIL,HYDRALAZINE HYDROCHLORIDE; ISOSORBIDE DINITRATE,
ISOSORBIDE DINITRATE AND HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE; ISOSORBIDE DINITRATE,
SERPASIL-APRESOLINE,HYDRALAZINE HYDROCHLORIDE; RESERPINE,
DRALSERP,HYDRALAZINE HYDROCHLORIDE; RESERPINE,
ESIDRIX,HYDROCHLOROTHIAZIDE,
HYDRODIURIL,HYDROCHLOROTHIAZIDE,
ORETIC,HYDROCHLOROTHIAZIDE,
MICROZIDE,HYDROCHLOROTHIAZIDE,
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,
HYDRO-D,HYDROCHLOROTHIAZIDE,
ZIDE,HYDROCHLOROTHIAZIDE,
HYDROCHLOROTHIAZIDE INTENSOL,HYDROCHLOROTHIAZIDE,
AVALIDE,HYDROCHLOROTHIAZIDE; IRBESARTAN,
IRBESARTAN AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; IRBESARTAN,
IRBESARTAN HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; IRBESARTAN,
HYDROCHLOROTHIAZIDE; IRBESARTAN,HYDROCHLOROTHIAZIDE; IRBESARTAN,
NORMOZIDE,HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE,
TRANDATE HCT,HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE,
PRINZIDE,HYDROCHLOROTHIAZIDE; LISINOPRIL,
ZESTORETIC,HYDROCHLOROTHIAZIDE; LISINOPRIL,
LISINOPRIL AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; LISINOPRIL,
HYZAAR,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,
LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,
ALDORIL 15,HYDROCHLOROTHIAZIDE; METHYLDOPA,
ALDORIL 25,HYDROCHLOROTHIAZIDE; METHYLDOPA,
ALDORIL D30,HYDROCHLOROTHIAZIDE; METHYLDOPA,
ALDORIL D50,HYDROCHLOROTHIAZIDE; METHYLDOPA,
METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA,
DUTOPROL,HYDROCHLOROTHIAZIDE; METOPROLOL SUCCINATE,
LOPRESSOR HCT,HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,
METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,
UNIRETIC,HYDROCHLOROTHIAZIDE; MOEXIPRIL HYDROCHLORIDE,
MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; MOEXIPRIL HYDROCHLORIDE,
BENICAR HCT,HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,
OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,
HYDROCHLOROTHIAZIDE AND OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,
VISKAZIDE,HYDROCHLOROTHIAZIDE; PINDOLOL,
INDERIDE-40/25,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,
INDERIDE-80/25,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,
INDERIDE LA 80/50,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,
INDERIDE LA 120/50,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,
INDERIDE LA 160/50,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,
PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,
PROPRANOLOL HYDROCHLORIDE & HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,
ACCURETIC,HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,
QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,
SERPASIL-ESIDRIX #1,HYDROCHLOROTHIAZIDE; RESERPINE,
SERPASIL-ESIDRIX #2,HYDROCHLOROTHIAZIDE; RESERPINE,
HYDROPRES 25,HYDROCHLOROTHIAZIDE; RESERPINE,
HYDROPRES 50,HYDROCHLOROTHIAZIDE; RESERPINE,
HYDROCHLOROTHIAZIDE W/ RESERPINE,HYDROCHLOROTHIAZIDE; RESERPINE,
RESERPINE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; RESERPINE,
HYDRO-RESERP,HYDROCHLOROTHIAZIDE; RESERPINE,
"HYDRO-SERP ""25""",HYDROCHLOROTHIAZIDE; RESERPINE,
"HYDRO-SERP ""50""",HYDROCHLOROTHIAZIDE; RESERPINE,
H.R.-50,HYDROCHLOROTHIAZIDE; RESERPINE,
RESERPINE AND HYDROCHLOROTHIAZIDE-50,HYDROCHLOROTHIAZIDE; RESERPINE,
ALDACTAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,
SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,
SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,
MICARDIS HCT,HYDROCHLOROTHIAZIDE; TELMISARTAN,
TELMISARTAN AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; TELMISARTAN,
TIMOLIDE 10-25,HYDROCHLOROTHIAZIDE; TIMOLOL MALEATE,
DYAZIDE,HYDROCHLOROTHIAZIDE; TRIAMTERENE,
MAXZIDE,HYDROCHLOROTHIAZIDE; TRIAMTERENE,
MAXZIDE-25,HYDROCHLOROTHIAZIDE; TRIAMTERENE,
TRIAMTERENE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; TRIAMTERENE,
